Code vooropleiding oorspr. code|Onderwijssector|Omschrijving vooropleiding oorspr. code
04720|HO|Modevormgeving
04721|HO|Monumentale vormgeving
04722|HO|Plastische vormgeving
04723|HO|Publiciteits- c.q. grafische vormgeving
04724|HO|Schilderkundige vormgeving en vormg. op gebied van grafiek
04725|HO|Textiele vormgeving
04726|HO|Vormgeving in metalen en kunststoffen
04727|HO|Vrije vormgeving (vervolgopleiding)
04728|HO|Monumentale vormgeving
04729|HO|Vrije studierichting kunstonderwijs
04733|HO|Film en Televisie
04734|HO|Film en t.v. (tweede fase-opleiding)
04735|HO|Museologie
04736|HO|Vrije studierichting kunstonderwijs
04738|HO|Restaurator
04739|HO|Muziek
04740|HO|Vooropleiding muziek
04741|HO|Uitvoerende beoefening van het drama
04742|HO|Eurythmie
04743|HO|Uitvoerende beoefening van de kleinkunst
04744|HO|Uitvoerende beoefening van de mime
04745|HO|Docent Drama
04748|HO|Opleiding voor het praktijkdiploma kerkmuziek
04749|HO|Vrije vormgeving (tweede fase-opleiding)
04750|HO|Uitv. kunst./docent mime
04752|HO|Propedeutisch jaar dans en theater
04754|HO|Directie koor, orkest, of harmonie en fanfare
04756|HO|Fotografische vormgeving (tweede fase-opleiding)
04758|HO|Grafische vormgeving (tweede fase-opleiding)
04759|HO|Vormgeving (tweede fase-opleiding)
04760|HO|Interieurarchitectuur (tweede fase-opleiding)
04761|HO|Aantekening begeleiden
04763|HO|Aantekening kamermuziek
04764|HO|Compositie of compositie/electronische muziek
04770|HO|Uitvoerend musicus
04789|HO|Opleiding voor het praktijkdiploma orkest- en ensembleleiding
04790|HO|Praktijkdiploma
04793|HO|Opleiding voor het praktijkdiploma koordirectie
04794|HO|Opleiding voor het praktijkdiploma directie harmonie en fanfare
04795|HO|Opleiding voor het praktijkdiploma beiaard
04797|HO|Keramische vormgeving
04798|HO|Uitvoerende beoefening van de dans
04799|HO|Vooropleiding dans
04802|HO|Uitv. kunst./docent dans
04804|HO|Modevormgeving (tweede fase-opleiding)
04808|HO|Opleiding tot leraar basisonderwijs
04810|HO|Pedagogische academie
04819|HO|Docerend musicus
04820|HO|Docerend musicus
04841|HO|Opleiding voor het getuigschrift muziekonderwijs A algemene muzikale vorming
04842|HO|Ritmiek
04851|HO|Opleiding tot leraar allochtone levende talen
04852|HO|Voortgezette Kunstopleiding Muziek
04853|HO|Autonome Beeldende Kunst (tweede fase-opleiding)
04854|HO|Ped.-didact. aantekening
04855|HO|Aantekening bijinstrument
04856|HO|Voedingsmiddelentechnologie
04857|HO|Akte muziekonderwijs
04858|HO|Muziek ongedifferentieerd
04859|HO|Plattelandsvernieuwing
04860|HO|Theater
04861|HO|Muziek
04862|HO|Theorie der muziek
04863|HO|Opleiding voor het getuigschrift muziekonderwijs B schoolmuziek
04864|HO|L.O. lichamelijke oefeningen (akte j)
04865|HO|Montessori
04866|HO|Bedrijfskunde en Agribusiness
04867|HO|Accountancy en Agribusiness
04868|HO|Tuinbouw en Akkerbouw
04869|HO|Dier- en Veehouderij
04870|HO|Opleiding tot leraar basisonderwijs
04874|HO|Theater (tweede fase-opleiding)
04878|HO|Akte nht
04879|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het m.b.o.) in schilderen
04881|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad (tbv mbo) in koken/serv
04882|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het m.b.o.) in brood/banketbakken
04883|HO|Leraar nautisch onderwijs eerste graad in scheepswerktuigkunde
04885|HO|Leraar nautisch onderwijs tweede graad in navigatie
04887|HO|Leraar nautisch onderwijs eerste graad in zeemanschap
04888|HO|Leraar nautisch onderwijs eerste graad in zeevaartkunde
04889|HO|Leraar nautisch onderwijs tweede graad in scheepswerktuigkunde
04890|HO|Leraar nautisch onderwijs tweede graad in scheepsbedrijfsvoering
04899|HO|Educatie en Kennismanagement Groene Sector
04908|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in levensmiddelentechnologie
04909|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in dierenhouderij en verwerking I en II
04910|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in tuinbouw en plantenteelt en verwerking I en II
04915|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in plantenteelt en verwerking I en II
04916|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in veehoudery en verwerking I en II
04917|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in agrarische techniek I en II
04918|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in agrarische economie
04920|HO|Opleiding Popmuzikant
04921|HO|HBO Management Support
04922|HO|HBO Logistiek en Facilitair Management
04923|HO|Hotelmanagement
04924|HO|Hotel- en Hospitality Management
04925|HO|Facility Management
04926|HO|Retail Management
04927|HO|Reisbureau Management (4-jarig)
04928|HO|Financieel Management
04929|HO|Management Gezondheidszorg
04930|HO|Psychologie
04933|HO|Vakopleiding voor musici, dirigenten, uitvoerende musici en instrumentaal docenten muziek
04935|HO|Hogere management opleiding voor de mobiliteitsbranche
04936|HO|International Business and Management Studies
04940|HO|Docent Dans
04941|HO|Opleiding voor het docentschap mime
04942|HO|Handvaardigheid a
04943|HO|Opleiding voor het staatsdiploma handvaardigheid (handenarbeid) B
04944|HO|Uitvoerend kunstonderwijs/docent drama
04950|HO|Propedeuse docent beeldende kunst
04951|HO|Kunst en Economie
04952|HO|Media en Entertainment Management
04953|HO|Orthopedische Technologie
04954|HO|Applicatie volledig bevoegd voor het buitenland
04955|HO|Gehrels (muziek)
04956|HO|Opleiding tot verkeersvlieger
04957|HO|Remedial teaching
04961|HO|Opleiding voor het praktijkdiploma orgel
04965|HO|Muziekdramatische opleiding
04966|HO|Muziekregistratie
04967|HO|Ad hoc studies
04970|HO|L.O. duits (akte M)
04971|HO|L.O. engels (akte N)
04972|HO|L.O. frans (akte L)
04973|HO|L.O. fries (akte W)
04974|HO|L.O. handelskennis (akte P)
04975|HO|L.O. handenarbeid (akte R)
04976|HO|L.O. nuttig handwerken (akte K)
04978|HO|L.O. lichamelijke oefeningen (akte J)
04979|HO|L.O. spaans (akte X)
04980|HO|L.O. tekenen (akte I)
04981|HO|L.O. wiskunde (akte O)
04982|HO|L.O. vrouwelijke handwerken (akte U)
04985|HO|MO-A duits
04986|HO|MO-A engels
04987|HO|MO-A frans
04990|HO|MO-A nederlands
04991|HO|MO-A wiskunde
05000|HO|MO-A tekenen
05001|HO|MO-A nederlands
05002|HO|MO-A frans
05003|HO|MO-A duits
05004|HO|MO-A engels
05005|HO|MO-A fries
05006|HO|MO-A wiskunde
05007|HO|MO-A natuurkunde/scheikunde
05008|HO|MO-A handvaardigheid
05009|HO|MO-A pedagogiek
05012|HO|MO-A godsdienst
05013|HO|MO-B godsdienst
05014|HO|MO-A verpleegkunde
05016|HO|MO-A biologie
05018|HO|MO-A natuurkunde
05019|HO|MO-A scheikunde
05025|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in lichamelijke oefening
05030|HO|MO-A boekhouden
05041|HO|MO-B nederlands
05042|HO|MO-B frans
05043|HO|MO-B duits
05044|HO|MO-B engels
05045|HO|MO-B fries
05046|HO|MO-B wiskunde
05047|HO|MO-B natuurkunde
05048|HO|MO-B scheikunde
05049|HO|MO-B pedagogiek
05052|HO|Tekenen akte LO
05053|HO|1e ged aardrijkskunde
05054|HO|2e ged aardrijkskunde
05055|HO|3egr aardrijkskunde
05056|HO|3egr arabisch
05057|HO|3egr biologie
05059|HO|L.O. duits
05060|HO|3egr duits
05061|HO|MO-A economische wetenschappen
05062|HO|MO-B economische wetenschappen
05063|HO|3egr economische wetenschappen
05064|HO|L.O. engels
05065|HO|3egr engels
05066|HO|L.O. frans
05067|HO|3egr frans
05069|HO|3egr fries
05071|HO|1e ged geschiedenis
05072|HO|2e ged geschiedenis
05073|HO|3egr geschiedenis
05074|HO|L.O. handelskennis
05075|HO|MO-B maatschappijleer
05076|HO|3egr natuurkunde/scheikunde
05077|HO|3egr natuurkunde
05078|HO|3egr nederlands
05081|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in tekenen
05082|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in handvaardigheid
05083|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in textiele werkvormen
05084|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in tekenen
05085|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in handvaardigheid
05086|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in textiele werkvormen
05099|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Biologie
05100|HO|Nederlands 2egr 2vak
05101|HO|Staatshuishoudkunde mo-b
05102|HO|3egr scheikunde
05103|HO|L.O. spaans
05104|HO|3egr spaans
05105|HO|3egr turks
05106|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Wiskunde
05107|HO|L.O. wiskunde
05108|HO|3egr wiskunde
05109|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in aardrijkskunde
05110|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Duits
05111|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in economische wetenschappen
05112|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engels
05113|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Frans
05114|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Fries
05115|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in godsdienst
05116|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in geschiedenis
05117|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in maatschappijleer
05118|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde
05119|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlands
05120|HO|Frans 2egr 2vak
05121|HO|Pedagogiek 1egr
05122|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde
05123|HO|1egr staatshuishoudkunde
05124|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaans
05125|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in wiskunde
05126|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in aardrijkskunde
05127|HO|3egr aardrijkskunde
05128|HO|3egr arabisch
05129|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in biologie
05130|HO|2egr boekhouden
05131|HO|Opleiding handelseconomisch Duits
05132|HO|L.O. duits
05133|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits
05134|HO|3egr duits
05135|HO|Economische wetenschappen 2egr
05136|HO|3egr economische wetenschapppen
05137|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels
05138|HO|3egr engels
05139|HO|L.O. frans
05140|HO|Duits 2egr 2vak
05141|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans
05142|HO|3egr frans
05143|HO|Opleiding handelseconomisch Frans
05144|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in fries
05145|HO|3egr fries
05146|HO|Godsdienst-pastoraal werk
05147|HO|3egr godsdienst
05148|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in geschiedenis
05149|HO|3egr geschiedenis
05150|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in handvaardigheid
05151|HO|L.O. handelskennis
05152|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in natuurkunde-scheikunde
05153|HO|3egr natuurkunde-scheikunde
05154|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in natuurkunde
05155|HO|3egr natuurkunde
05156|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands
05157|HO|3egr nederlands
05158|HO|Pedagogiek
05159|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in pedagogiek
05160|HO|Hogere kaderopleiding pedagogiek
05161|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in scheikunde
05162|HO|3egr scheikunde
05163|HO|L.O. spaans
05164|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans
05165|HO|3egr spaans
05166|HO|3egr turks
05167|HO|2egr verpleegkunde
05168|HO|Wiskunde
05169|HO|L.O. wiskunde
05170|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in wiskunde
05171|HO|3egr wiskunde
05172|HO|3egr godsdienst
05173|HO|MO-O geschiedenis
05174|HO|Handelswetenschappen mo-o
05175|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in verzorging/huishoudkunde
05176|HO|Staathuishoudkunde mo-o
05177|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in godsdienst
05178|HO|3egr biologie
05179|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in tekenen
05180|HO|Geschiedenis 2egr 2vak
05181|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in textiele werkvormen
05182|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in russisch
05183|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in algemene economie
05184|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in bedrijfseconomie
05185|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in arabisch
05186|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Turks
05187|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene economie
05188|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in bedrijfseconomie
05189|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in techniek
05190|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in maatschappijleer
05191|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde
05192|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in verzorging/gezondheidskunde
05193|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits
05194|HO|Economie 2egr
05195|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels
05196|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans
05197|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in geschiedenis
05198|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands
05199|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde
05200|HO|Aardrijkskunde 3egr
05201|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in aardrijkskunde
05202|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene economie
05203|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in bedrijfseconomie
05204|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek
05205|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in islamgodsdienst
05206|HO|Hogere Kaderopleiding Pedagogiek
05220|HO|Wiskunde 2egr 2vak
05221|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde
05222|HO|Wiskunde/natuurkunde 2egr
05223|HO|Aardrijkskunde 2egr 2vak
05224|HO|Biologie 3egr
05225|HO|3egr bouwkunde ii
05226|HO|Duits 3egr
05227|HO|Bedrijfseconomie 2egr
05228|HO|Economische wetenschappen i (algemene economie)
05229|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Russisch
05230|HO|Engels 2egr 2vak
05231|HO|Engels 3egr
05232|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek v.b.o.
05233|HO|3egr frans
05234|HO|Godsdienst 3egr
05235|HO|3egr gezondheidskunde
05236|HO|Geschiedenis 3egr
05237|HO|Handvaardigheid 3egr
05238|HO|Huishoudkunde 3egr
05239|HO|Maatschappijleer 3egr
05240|HO|Scheikunde 2egr 2vak
05241|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek
05242|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek
05243|HO|Natuurkunde 2egr 2vak
05244|HO|Natuurkunde 3egr
05245|HO|3egr nederlands
05246|HO|3egr omgangskunde
05247|HO|Scheikunde 3egr
05248|HO|Tekenen 3egr
05249|HO|Textiele werkvormen 3egr
05250|HO|3egr werktuigbouwkunde ii
05251|HO|Wiskunde 3egr
05252|HO|3egr wiskunde/natuurkunde
05253|HO|Opleiding leraar voortgezet onderwijs 2e graads bouwtechniek
05254|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek
05255|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans
05256|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Turks
05257|HO|Opleiding tot leraar voortgezet onderwijs van de eerste graad in Arabisch
05261|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in natuurkunde
05280|HO|NLO economische wetenschappen
05281|HO|Alg economie 2egr 2vak
05282|HO|Bedrijfseconomie 2egr 2vak
05300|HO|Biologie 2egr 2vak
05301|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie
05320|HO|Tekenen 2egr 2vak
05322|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Tekenen
05340|HO|Handvaardigheid 2egr 2vak
05342|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in handvaardigheid
05354|HO|3e stuurman
05360|HO|Textiele werkv 2egr 2vak
05362|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in textiele werkvormen
05380|HO|Verz/huishoudk 2egr 2vak
05381|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde
05382|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde I en II
05383|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwtechniek I en II
05384|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek I en II
05385|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek I en II
05386|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek I en II
05387|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in werktuigbouwkunde I en II
05388|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in gezondheidszorg en welzijn
05389|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene bouwkunde
05390|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene werktuigbouwkunde
05391|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in chemische laboratoriumtechniek
05392|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in commerciele economie
05393|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek
05394|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in personeel en arbeid
05395|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in biologische en medische laboratoriumtechniek
05396|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in gezondheidszorg
05400|HO|Verz/gezondheidsk 2egr 2vak
05401|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in verzorging/gezondheidskunde
05410|HO|Maatschappijleer 2egr 2vak
05411|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in maatschappijleer
05420|HO|Omgangskunde 2egr 2vak
05421|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde
05422|HO|Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde b.b.o/m.b.o
